"","Disease","Date","State","Cases","Rates"
"3828","Hepatitis C (unspecified)",2019-08-31,"WA",83,3.2
"3829","Campylobacteriosis",2019-08-31,"WA",342,13
"3830","Cryptosporidiosis",2019-08-31,"WA",10,0.4
"3831","STEC",2019-08-31,"WA",8,0.3
"3832","Salmonellosis",2019-08-31,"WA",119,4.5
"3833","Shigellosis",2019-08-31,"WA",40,1.5
"3834","Tuberculosis",2019-08-31,"WA",10,0.4
"3835","Chlamydial infection",2019-08-31,"WA",966,36.8
"3836","Gonococcal infection",2019-08-31,"WA",317,12.1
"3837","Syphilis < 2 years",2019-08-31,"WA",53,2
"3838","Syphilis > 2 years or unspecified duration",2019-08-31,"WA",19,0.7
"3839","Influenza (laboratory confirmed)",2019-08-31,"WA",1022,39
"3840","Mumps",2019-08-31,"WA",4,0.2
"3841","Pertussis",2019-08-31,"WA",32,1.2
"3842","Pneumococcal disease (invasive)",2019-08-31,"WA",32,1.2
"3843","Rotavirus",2019-08-31,"WA",60,2.3
"3844","Varicella zoster (chickenpox)",2019-08-31,"WA",72,2.7
"3845","Varicella zoster (shingles)",2019-08-31,"WA",178,6.8
"3846","Varicella zoster (unspecified)",2019-08-31,"WA",107,4.1
"3847","Dengue virus infection",2019-08-31,"WA",25,1
"3848","Ross River virus infection",2019-08-31,"WA",36,1.4
"3849","Hepatitis B (unspecified)",2019-07-31,"WA",35,1.3
"3850","Hepatitis C (newly acquired)",2019-07-31,"WA",12,0.5
"3851","Hepatitis C (unspecified)",2019-07-31,"WA",79,3
"3852","Campylobacteriosis",2019-07-31,"WA",325,12.4
"3853","Cryptosporidiosis",2019-07-31,"WA",10,0.4
"3854","STEC",2019-07-31,"WA",11,0.4
"3855","Salmonellosis",2019-07-31,"WA",156,6
"3856","Shigellosis",2019-07-31,"WA",33,1.3
"3857","Tuberculosis",2019-07-31,"WA",12,0.5
"3858","Chlamydial infection",2019-07-31,"WA",987,37.6
"3859","Gonococcal infection",2019-07-31,"WA",357,13.6
"3860","Syphilis < 2 years",2019-07-31,"WA",53,2
"3861","Syphilis > 2 years or unspecified duration",2019-07-31,"WA",17,0.6
"3862","Influenza (laboratory confirmed)",2019-07-31,"WA",4942,188.5
"3863","Measles",2019-07-31,"WA",4,0.2
"3864","Pertussis",2019-07-31,"WA",34,1.3
"3865","Pneumococcal disease (invasive)",2019-07-31,"WA",34,1.3
"3866","Rotavirus",2019-07-31,"WA",73,2.8
"3867","Varicella zoster (chickenpox)",2019-07-31,"WA",55,2.1
"3868","Varicella zoster (shingles)",2019-07-31,"WA",186,7.1
"3869","Varicella zoster (unspecified)",2019-07-31,"WA",136,5.2
"3870","Dengue virus infection",2019-07-31,"WA",28,1.1
"3871","Malaria",2019-07-31,"WA",6,0.2
"3872","Ross River virus infection",2019-07-31,"WA",26,1
"3873","Hepatitis B (unspecified)",2019-06-30,"WA",33,1.3
"3874","Hepatitis C (newly acquired)",2019-06-30,"WA",8,0.3
"3875","Hepatitis C (unspecified)",2019-06-30,"WA",79,3
"3876","Campylobacteriosis",2019-06-30,"WA",248,9.5
"3877","Cryptosporidiosis",2019-06-30,"WA",8,0.3
"3878","STEC",2019-06-30,"WA",10,0.4
"3879","Salmonellosis",2019-06-30,"WA",126,4.8
"3880","Shigellosis",2019-06-30,"WA",20,0.8
"3881","Tuberculosis",2019-06-30,"WA",12,0.5
"3882","Chlamydial infection",2019-06-30,"WA",871,33.2
"3883","Gonococcal infection",2019-06-30,"WA",308,11.7
"3884","Syphilis < 2 years",2019-06-30,"WA",48,1.8
"3885","Syphilis > 2 years or unspecified duration",2019-06-30,"WA",20,0.8
"3886","Influenza (laboratory confirmed)",2019-06-30,"WA",10529,401.6
"3887","Pertussis",2019-06-30,"WA",39,1.5
"3888","Pneumococcal disease (invasive)",2019-06-30,"WA",33,1.3
"3889","Rotavirus",2019-06-30,"WA",63,2.4
"3890","Varicella zoster (chickenpox)",2019-06-30,"WA",50,1.9
"3891","Varicella zoster (shingles)",2019-06-30,"WA",182,6.9
"3892","Varicella zoster (unspecified)",2019-06-30,"WA",110,4.2
"3893","Dengue virus infection",2019-06-30,"WA",22,0.8
"3894","Malaria",2019-06-30,"WA",9,0.3
"3895","Ross River virus infection",2019-06-30,"WA",34,1.3
"3896","Hepatitis B (unspecified)",2019-05-31,"WA",40,1.5
"3897","Hepatitis C (newly acquired)",2019-05-31,"WA",9,0.3
"3898","Hepatitis C (unspecified)",2019-05-31,"WA",69,2.6
"3899","Campylobacteriosis",2019-05-31,"WA",247,9.4
"3900","Cryptosporidiosis",2019-05-31,"WA",14,0.5
"3901","STEC",2019-05-31,"WA",12,0.5
"3902","Salmonellosis",2019-05-31,"WA",184,7
"3903","Shigellosis",2019-05-31,"WA",24,0.9
"3904","Tuberculosis",2019-05-31,"WA",11,0.4
"3905","Chlamydial infection",2019-05-31,"WA",975,37.2
"3906","Gonococcal infection",2019-05-31,"WA",318,12.1
"3907","Syphilis < 2 years",2019-05-31,"WA",48,1.8
"3908","Syphilis > 2 years or unspecified duration",2019-05-31,"WA",17,0.6
"3909","Influenza (laboratory confirmed)",2019-05-31,"WA",3588,136.9
"3910","Pertussis",2019-05-31,"WA",58,2.2
"3911","Pneumococcal disease (invasive)",2019-05-31,"WA",24,0.9
"3912","Rotavirus",2019-05-31,"WA",42,1.6
"3913","Varicella zoster (chickenpox)",2019-05-31,"WA",45,1.7
"3914","Varicella zoster (shingles)",2019-05-31,"WA",175,6.7
"3915","Varicella zoster (unspecified)",2019-05-31,"WA",128,4.9
"3916","Dengue virus infection",2019-05-31,"WA",44,1.7
"3917","Malaria",2019-05-31,"WA",5,0.2
"3918","Ross River virus infection",2019-05-31,"WA",47,1.8
"3919","Hepatitis B (unspecified)",2019-04-30,"WA",35,1.3
"3920","Hepatitis C (newly acquired)",2019-04-30,"WA",13,0.5
"3921","Hepatitis C (unspecified)",2019-04-30,"WA",67,2.6
"3922","Campylobacteriosis",2019-04-30,"WA",242,9.2
"3923","Cryptosporidiosis",2019-04-30,"WA",27,1
"3924","STEC",2019-04-30,"WA",21,0.8
"3925","Salmonellosis",2019-04-30,"WA",203,7.7
"3926","Shigellosis",2019-04-30,"WA",31,1.2
"3927","Tuberculosis",2019-04-30,"WA",9,0.3
"3928","Chlamydial infection",2019-04-30,"WA",914,34.9
"3929","Gonococcal infection",2019-04-30,"WA",280,10.7
"3930","Syphilis < 2 years",2019-04-30,"WA",45,1.7
"3931","Syphilis > 2 years or unspecified duration",2019-04-30,"WA",24,0.9
"3932","Influenza (laboratory confirmed)",2019-04-30,"WA",586,22.4
"3933","Measles",2019-04-30,"WA",4,0.2
"3934","Mumps",2019-04-30,"WA",4,0.2
"3935","Pertussis",2019-04-30,"WA",52,2
"3936","Pneumococcal disease (invasive)",2019-04-30,"WA",16,0.6
"3937","Rotavirus",2019-04-30,"WA",24,0.9
"3938","Varicella zoster (chickenpox)",2019-04-30,"WA",42,1.6
"3939","Varicella zoster (shingles)",2019-04-30,"WA",161,6.1
"3940","Varicella zoster (unspecified)",2019-04-30,"WA",97,3.7
"3941","Dengue virus infection",2019-04-30,"WA",28,1.1
"3942","Malaria",2019-04-30,"WA",6,0.2
"3943","Ross River virus infection",2019-04-30,"WA",35,1.3
"3944","Hepatitis B (unspecified)",2019-03-31,"WA",33,1.3
"3945","Hepatitis C (newly acquired)",2019-03-31,"WA",7,0.3
"3946","Hepatitis C (unspecified)",2019-03-31,"WA",96,3.7
"3947","Campylobacteriosis",2019-03-31,"WA",216,8.2
"3948","Cryptosporidiosis",2019-03-31,"WA",28,1.1
"3949","Hepatitis A",2019-03-31,"WA",6,0.2
"3950","STEC",2019-03-31,"WA",13,0.5
"3951","Salmonellosis",2019-03-31,"WA",208,7.9
"3952","Shigellosis",2019-03-31,"WA",31,1.2
"3953","Tuberculosis",2019-03-31,"WA",11,0.4
"3954","Chlamydial infection",2019-03-31,"WA",948,36.2
"3955","Gonococcal infection",2019-03-31,"WA",362,13.8
"3956","Syphilis < 2 years",2019-03-31,"WA",44,1.7
"3957","Syphilis > 2 years or unspecified duration",2019-03-31,"WA",18,0.7
"3958","Influenza (laboratory confirmed)",2019-03-31,"WA",407,15.5
"3959","Pertussis",2019-03-31,"WA",49,1.9
"3960","Pneumococcal disease (invasive)",2019-03-31,"WA",11,0.4
"3961","Rotavirus",2019-03-31,"WA",26,1
"3962","Varicella zoster (chickenpox)",2019-03-31,"WA",56,2.1
"3963","Varicella zoster (shingles)",2019-03-31,"WA",197,7.5
"3964","Varicella zoster (unspecified)",2019-03-31,"WA",127,4.8
"3965","Dengue virus infection",2019-03-31,"WA",37,1.4
"3966","Malaria",2019-03-31,"WA",7,0.3
"3967","Ross River virus infection",2019-03-31,"WA",38,1.4
"3968","Hepatitis B (unspecified)",2019-02-28,"WA",41,1.6
"3969","Hepatitis C (newly acquired)",2019-02-28,"WA",5,0.2
"3970","Hepatitis C (unspecified)",2019-02-28,"WA",72,2.7
"3971","Hepatitis D",2019-02-28,"WA",4,0.2
"3972","Campylobacteriosis",2019-02-28,"WA",248,9.5
"3973","Cryptosporidiosis",2019-02-28,"WA",19,0.7
"3974","Paratyphoid",2019-02-28,"WA",4,0.2
"3975","STEC",2019-02-28,"WA",14,0.5
"3976","Salmonellosis",2019-02-28,"WA",208,7.9
"3977","Shigellosis",2019-02-28,"WA",36,1.4
"3978","Typhoid Fever",2019-02-28,"WA",4,0.2
"3979","Legionellosis",2019-02-28,"WA",4,0.2
"3980","Tuberculosis",2019-02-28,"WA",6,0.2
"3981","Chlamydial infection",2019-02-28,"WA",1053,40.2
"3982","Gonococcal infection",2019-02-28,"WA",328,12.5
"3983","Syphilis < 2 years",2019-02-28,"WA",53,2
"3984","Syphilis > 2 years or unspecified duration",2019-02-28,"WA",18,0.7
"3985","Influenza (laboratory confirmed)",2019-02-28,"WA",521,19.9
"3986","Pertussis",2019-02-28,"WA",62,2.4
"3987","Pneumococcal disease (invasive)",2019-02-28,"WA",7,0.3
"3988","Rotavirus",2019-02-28,"WA",28,1.1
"3989","Varicella zoster (chickenpox)",2019-02-28,"WA",63,2.4
"3990","Varicella zoster (shingles)",2019-02-28,"WA",205,7.8
"3991","Varicella zoster (unspecified)",2019-02-28,"WA",104,4
"3992","Dengue virus infection",2019-02-28,"WA",31,1.2
"3993","Malaria",2019-02-28,"WA",4,0.2
"3994","Ross River virus infection",2019-02-28,"WA",32,1.2
"3995","Hepatitis B (newly acquired)",2019-01-31,"WA",5,0.2
"3996","Hepatitis B (unspecified)",2019-01-31,"WA",36,1.4
"3997","Hepatitis C (newly acquired)",2019-01-31,"WA",8,0.3
"3998","Hepatitis C (unspecified)",2019-01-31,"WA",67,2.6
"3999","Campylobacteriosis",2019-01-31,"WA",299,11.4
"4000","Cryptosporidiosis",2019-01-31,"WA",13,0.5
"4001","Hepatitis A",2019-01-31,"WA",6,0.2
"4002","STEC",2019-01-31,"WA",10,0.4
"4003","Salmonellosis",2019-01-31,"WA",180,6.9
"4004","Shigellosis",2019-01-31,"WA",61,2.3
"4005","Typhoid Fever",2019-01-31,"WA",4,0.2
"4006","Tuberculosis",2019-01-31,"WA",8,0.3
"4007","Chlamydial infection",2019-01-31,"WA",1161,44.3
"4008","Gonococcal infection",2019-01-31,"WA",433,16.5
"4009","Syphilis < 2 years",2019-01-31,"WA",56,2.1
"4010","Syphilis > 2 years or unspecified duration",2019-01-31,"WA",14,0.5
"4011","Influenza (laboratory confirmed)",2019-01-31,"WA",585,22.3
"4012","Measles",2019-01-31,"WA",10,0.4
"4013","Pertussis",2019-01-31,"WA",69,2.6
"4014","Pneumococcal disease (invasive)",2019-01-31,"WA",10,0.4
"4015","Rotavirus",2019-01-31,"WA",14,0.5
"4016","Varicella zoster (chickenpox)",2019-01-31,"WA",40,1.5
"4017","Varicella zoster (shingles)",2019-01-31,"WA",162,6.2
"4018","Varicella zoster (unspecified)",2019-01-31,"WA",125,4.8
"4019","Dengue virus infection",2019-01-31,"WA",26,1
"4020","Ross River virus infection",2019-01-31,"WA",52,2
"4021","Hepatitis B (newly acquired)",2018-12-31,"WA",4,0.2
"4022","Hepatitis B (unspecified)",2018-12-31,"WA",34,1.3
"4023","Hepatitis C (newly acquired)",2018-12-31,"WA",12,0.5
"4024","Hepatitis C (unspecified)",2018-12-31,"WA",57,2.2
"4025","Campylobacteriosis",2018-12-31,"WA",319,12.3
"4026","Cryptosporidiosis",2018-12-31,"WA",15,0.6
"4027","STEC",2018-12-31,"WA",18,0.7
"4028","Salmonellosis",2018-12-31,"WA",138,5.3
"4029","Shigellosis",2018-12-31,"WA",24,0.9
"4030","Meningococcal disease (invasive)",2018-12-31,"WA",4,0.2
"4031","Tuberculosis",2018-12-31,"WA",24,0.9
"4032","Chlamydial infection",2018-12-31,"WA",789,30.4
"4033","Gonococcal infection",2018-12-31,"WA",284,10.9
"4034","Syphilis < 2 years",2018-12-31,"WA",47,1.8
"4035","Syphilis > 2 years or unspecified duration",2018-12-31,"WA",8,0.3
"4036","Influenza (laboratory confirmed)",2018-12-31,"WA",398,15.3
"4037","Pertussis",2018-12-31,"WA",58,2.2
"4038","Pneumococcal disease (invasive)",2018-12-31,"WA",13,0.5
"4039","Rotavirus",2018-12-31,"WA",24,0.9
"4040","Varicella zoster (chickenpox)",2018-12-31,"WA",53,2
"4041","Varicella zoster (shingles)",2018-12-31,"WA",179,6.9
"4042","Varicella zoster (unspecified)",2018-12-31,"WA",117,4.5
"4043","Dengue virus infection",2018-12-31,"WA",16,0.6
"4044","Malaria",2018-12-31,"WA",5,0.2
"4045","Ross River virus infection",2018-12-31,"WA",26,1
"4046","Hepatitis B (unspecified)",2018-11-30,"WA",35,1.3
"4047","Hepatitis C (newly acquired)",2018-11-30,"WA",14,0.5
"4048","Hepatitis C (unspecified)",2018-11-30,"WA",74,2.9
"4049","Campylobacteriosis",2018-11-30,"WA",353,13.6
"4050","Cryptosporidiosis",2018-11-30,"WA",11,0.4
"4051","STEC",2018-11-30,"WA",12,0.5
"4052","Salmonellosis",2018-11-30,"WA",174,6.7
"4053","Shigellosis",2018-11-30,"WA",17,0.7
"4054","Tuberculosis",2018-11-30,"WA",17,0.7
"4055","Chlamydial infection",2018-11-30,"WA",992,38.2
"4056","Gonococcal infection",2018-11-30,"WA",310,11.9
"4057","Syphilis < 2 years",2018-11-30,"WA",43,1.7
"4058","Syphilis > 2 years or unspecified duration",2018-11-30,"WA",20,0.8
"4059","Influenza (laboratory confirmed)",2018-11-30,"WA",343,13.2
"4060","Measles",2018-11-30,"WA",7,0.3
"4061","Pertussis",2018-11-30,"WA",84,3.2
"4062","Pneumococcal disease (invasive)",2018-11-30,"WA",20,0.8
"4063","Rotavirus",2018-11-30,"WA",43,1.7
"4064","Varicella zoster (chickenpox)",2018-11-30,"WA",52,2
"4065","Varicella zoster (shingles)",2018-11-30,"WA",191,7.4
"4066","Varicella zoster (unspecified)",2018-11-30,"WA",144,5.6
"4067","Dengue virus infection",2018-11-30,"WA",12,0.5
"4068","Ross River virus infection",2018-11-30,"WA",29,1.1
"4069","Hepatitis B (unspecified)",2020-10-31,"Australia",410,1.6
"4070","Hepatitis C (newly acquired)",2020-10-31,"Australia",48,0.2
"4071","Hepatitis C (unspecified)",2020-10-31,"Australia",645,2.5
"4072","Campylobacteriosis",2020-10-31,"Australia",2941,17
"4073","Cryptosporidiosis",2020-10-31,"Australia",109,0.4
"4074","STEC",2020-10-31,"Australia",52,0.2
"4075","Salmonellosis",2020-10-31,"Australia",621,2.4
"4076","Shigellosis",2020-10-31,"Australia",54,0.2
"4077","Tuberculosis",2020-10-31,"Australia",145,0.6
"4078","Chlamydial infection",2020-10-31,"Australia",6181,24.4
"4079","Gonococcal infection",2020-10-31,"Australia",2024,8
"4080","Syphilis < 2 years",2020-10-31,"Australia",378,1.5
"4081","Syphilis > 2 years or unspecified duration",2020-10-31,"Australia",144,0.6
"4082","Pneumococcal disease (invasive)",2020-10-31,"Australia",79,0.3
"4083","Rotavirus",2020-10-31,"Australia",96,0.4
"4084","Varicella zoster (chickenpox)",2020-10-31,"Australia",200,0.8
"4085","Varicella zoster (shingles)",2020-10-31,"Australia",705,2.8
"4086","Varicella zoster (unspecified)",2020-10-31,"Australia",1760,6.9
"4087","Barmah Forest virus infection",2020-10-31,"Australia",41,0.2
"4088","Ross River virus infection",2020-10-31,"Australia",158,0.6
"4089","Hepatitis B (unspecified)",2020-09-30,"Australia",384,1.5
"4090","Hepatitis C (newly acquired)",2020-09-30,"Australia",56,0.2
"4091","Hepatitis C (unspecified)",2020-09-30,"Australia",635,2.5
"4092","Campylobacteriosis",2020-09-30,"Australia",2521,14.6
"4093","Cryptosporidiosis",2020-09-30,"Australia",99,0.4
"4094","Salmonellosis",2020-09-30,"Australia",555,2.2
"4095","Shigellosis",2020-09-30,"Australia",60,0.2
"4096","Legionellosis",2020-09-30,"Australia",46,0.2
"4097","Tuberculosis",2020-09-30,"Australia",139,0.5
"4098","Chlamydial infection",2020-09-30,"Australia",5967,23.5
"4099","Gonococcal infection",2020-09-30,"Australia",2268,8.9
"4100","Syphilis < 2 years",2020-09-30,"Australia",404,1.6
"4101","Syphilis > 2 years or unspecified duration",2020-09-30,"Australia",174,0.7
"4102","Influenza (laboratory confirmed)",2020-09-30,"Australia",57,0.2
"4103","Pertussis",2020-09-30,"Australia",47,0.2
"4104","Pneumococcal disease (invasive)",2020-09-30,"Australia",78,0.3
"4105","Rotavirus",2020-09-30,"Australia",81,0.3
"4106","Varicella zoster (chickenpox)",2020-09-30,"Australia",247,1
"4107","Varicella zoster (shingles)",2020-09-30,"Australia",1169,4.6
"4108","Varicella zoster (unspecified)",2020-09-30,"Australia",1356,5.3
"4109","Barmah Forest virus infection",2020-09-30,"Australia",46,0.2
"4110","Ross River virus infection",2020-09-30,"Australia",138,0.5
"4111","Hepatitis B (unspecified)",2020-08-31,"Australia",429,1.7
"4112","Hepatitis C (newly acquired)",2020-08-31,"Australia",55,0.2
"4113","Hepatitis C (unspecified)",2020-08-31,"Australia",578,2.3
"4114","Campylobacteriosis",2020-08-31,"Australia",2383,13.8
"4115","Cryptosporidiosis",2020-08-31,"Australia",71,0.3
"4116","Salmonellosis",2020-08-31,"Australia",468,1.8
"4117","Shigellosis",2020-08-31,"Australia",62,0.2
"4118","Tuberculosis",2020-08-31,"Australia",136,0.5
"4119","Chlamydial infection",2020-08-31,"Australia",5931,23.4
"4120","Gonococcal infection",2020-08-31,"Australia",2213,8.7
"4121","Syphilis < 2 years",2020-08-31,"Australia",371,1.5
"4122","Syphilis > 2 years or unspecified duration",2020-08-31,"Australia",171,0.7
"4123","Influenza (laboratory confirmed)",2020-08-31,"Australia",124,0.5
"4124","Pertussis",2020-08-31,"Australia",68,0.3
"4125","Pneumococcal disease (invasive)",2020-08-31,"Australia",121,0.5
"4126","Rotavirus",2020-08-31,"Australia",78,0.3
"4127","Varicella zoster (chickenpox)",2020-08-31,"Australia",226,0.9
"4128","Varicella zoster (shingles)",2020-08-31,"Australia",1235,4.9
"4129","Varicella zoster (unspecified)",2020-08-31,"Australia",1098,4.3
"4130","Barmah Forest virus infection",2020-08-31,"Australia",49,0.2
"4131","Ross River virus infection",2020-08-31,"Australia",133,0.5
"4132","Hepatitis B (unspecified)",2020-07-31,"Australia",473,1.9
"4133","Hepatitis C (newly acquired)",2020-07-31,"Australia",46,0.2
"4134","Hepatitis C (unspecified)",2020-07-31,"Australia",654,2.6
"4135","Campylobacteriosis",2020-07-31,"Australia",2251,13
"4136","Cryptosporidiosis",2020-07-31,"Australia",70,0.3
"4137","Salmonellosis",2020-07-31,"Australia",519,2
"4138","Shigellosis",2020-07-31,"Australia",84,0.3
"4139","Tuberculosis",2020-07-31,"Australia",136,0.5
"4140","Chlamydial infection",2020-07-31,"Australia",6273,24.7
"4141","Gonococcal infection",2020-07-31,"Australia",2352,9.3
"4142","Syphilis < 2 years",2020-07-31,"Australia",395,1.6
"4143","Syphilis > 2 years or unspecified duration",2020-07-31,"Australia",167,0.7
"4144","Influenza (laboratory confirmed)",2020-07-31,"Australia",190,0.7
"4145","Pertussis",2020-07-31,"Australia",126,0.5
"4146","Pneumococcal disease (invasive)",2020-07-31,"Australia",131,0.5
"4147","Rotavirus",2020-07-31,"Australia",104,0.4
"4148","Varicella zoster (chickenpox)",2020-07-31,"Australia",196,0.8
"4149","Varicella zoster (shingles)",2020-07-31,"Australia",1400,5.5
"4150","Varicella zoster (unspecified)",2020-07-31,"Australia",1086,4.3
"4151","Barmah Forest virus infection",2020-07-31,"Australia",69,0.3
"4152","Ross River virus infection",2020-07-31,"Australia",207,0.8
"4153","Q fever",2020-07-31,"Australia",40,0.2
"4154","Hepatitis B (unspecified)",2020-06-30,"Australia",463,1.8
"4155","Hepatitis C (newly acquired)",2020-06-30,"Australia",62,0.2
"4156","Hepatitis C (unspecified)",2020-06-30,"Australia",620,2.4
"4157","Campylobacteriosis",2020-06-30,"Australia",2142,12.4
"4158","Cryptosporidiosis",2020-06-30,"Australia",74,0.3
"4159","Salmonellosis",2020-06-30,"Australia",689,2.7
"4160","Shigellosis",2020-06-30,"Australia",60,0.2
"4161","Legionellosis",2020-06-30,"Australia",39,0.2
"4162","Tuberculosis",2020-06-30,"Australia",125,0.5
"4163","Chlamydial infection",2020-06-30,"Australia",5947,23.5
"4164","Gonococcal infection",2020-06-30,"Australia",2588,10.2
"4165","Syphilis < 2 years",2020-06-30,"Australia",422,1.7
"4166","Syphilis > 2 years or unspecified duration",2020-06-30,"Australia",177,0.7
"4167","Influenza (laboratory confirmed)",2020-06-30,"Australia",222,0.9
"4168","Pertussis",2020-06-30,"Australia",196,0.8
"4169","Pneumococcal disease (invasive)",2020-06-30,"Australia",90,0.4
"4170","Rotavirus",2020-06-30,"Australia",96,0.4
"4171","Varicella zoster (chickenpox)",2020-06-30,"Australia",192,0.8
"4172","Varicella zoster (shingles)",2020-06-30,"Australia",1309,5.2
"4173","Varicella zoster (unspecified)",2020-06-30,"Australia",975,3.8
"4174","Barmah Forest virus infection",2020-06-30,"Australia",82,0.3
"4175","Ross River virus infection",2020-06-30,"Australia",605,2.4
"4176","Hepatitis B (unspecified)",2020-05-31,"Australia",387,1.5
"4177","Hepatitis C (newly acquired)",2020-05-31,"Australia",64,0.3
"4178","Hepatitis C (unspecified)",2020-05-31,"Australia",591,2.3
"4179","Campylobacteriosis",2020-05-31,"Australia",1973,11.4
"4180","Cryptosporidiosis",2020-05-31,"Australia",139,0.5
"4181","Salmonellosis",2020-05-31,"Australia",851,3.4
"4182","Shigellosis",2020-05-31,"Australia",61,0.2
"4183","Legionellosis",2020-05-31,"Australia",52,0.2
"4184","Tuberculosis",2020-05-31,"Australia",122,0.5
"4185","Chlamydial infection",2020-05-31,"Australia",5649,22.3
"4186","Gonococcal infection",2020-05-31,"Australia",2304,9.1
"4187","Syphilis < 2 years",2020-05-31,"Australia",458,1.8
"4188","Syphilis > 2 years or unspecified duration",2020-05-31,"Australia",182,0.7
"4189","Influenza (laboratory confirmed)",2020-05-31,"Australia",231,0.9
"4190","Pertussis",2020-05-31,"Australia",211,0.8
"4191","Pneumococcal disease (invasive)",2020-05-31,"Australia",46,0.2
"4192","Rotavirus",2020-05-31,"Australia",106,0.4
"4193","Varicella zoster (chickenpox)",2020-05-31,"Australia",148,0.6
"4194","Varicella zoster (shingles)",2020-05-31,"Australia",1372,5.4
"4195","Varicella zoster (unspecified)",2020-05-31,"Australia",877,3.5
"4196","Barmah Forest virus infection",2020-05-31,"Australia",115,0.5
"4197","Ross River virus infection",2020-05-31,"Australia",1707,6.7
"4198","Q fever",2020-05-31,"Australia",51,0.2
"4199","Hepatitis B (unspecified)",2020-04-30,"Australia",303,1.2
"4200","Hepatitis C (newly acquired)",2020-04-30,"Australia",54,0.2
"4201","Hepatitis C (unspecified)",2020-04-30,"Australia",492,1.9
"4202","Campylobacteriosis",2020-04-30,"Australia",1439,8.3
"4203","Cryptosporidiosis",2020-04-30,"Australia",168,0.7
"4204","Salmonellosis",2020-04-30,"Australia",842,3.3
"4205","Shigellosis",2020-04-30,"Australia",76,0.3
"4206","Legionellosis",2020-04-30,"Australia",50,0.2
"4207","Tuberculosis",2020-04-30,"Australia",121,0.5
"4208","Chlamydial infection",2020-04-30,"Australia",4789,18.9
"4209","Gonococcal infection",2020-04-30,"Australia",2037,8
"4210","Syphilis < 2 years",2020-04-30,"Australia",395,1.6
"4211","Syphilis > 2 years or unspecified duration",2020-04-30,"Australia",147,0.6
"4212","Influenza (laboratory confirmed)",2020-04-30,"Australia",309,1.2
"4213","Pertussis",2020-04-30,"Australia",372,1.5
"4214","Pneumococcal disease (invasive)",2020-04-30,"Australia",52,0.2
"4215","Rotavirus",2020-04-30,"Australia",65,0.3
"4216","Varicella zoster (chickenpox)",2020-04-30,"Australia",121,0.5
"4217","Varicella zoster (shingles)",2020-04-30,"Australia",1093,4.3
"4218","Varicella zoster (unspecified)",2020-04-30,"Australia",902,3.6
"4219","Barmah Forest virus infection",2020-04-30,"Australia",101,0.4
"4220","Ross River virus infection",2020-04-30,"Australia",1915,7.6
"4221","Q fever",2020-04-30,"Australia",51,0.2
"4222","Hepatitis B (unspecified)",2020-03-31,"Australia",449,1.8
"4223","Hepatitis C (newly acquired)",2020-03-31,"Australia",55,0.2
"4224","Hepatitis C (unspecified)",2020-03-31,"Australia",694,2.7
"4225","Campylobacteriosis",2020-03-31,"Australia",2610,15.1
"4226","Cryptosporidiosis",2020-03-31,"Australia",519,2
"4227","STEC",2020-03-31,"Australia",64,0.3
"4228","Salmonellosis",2020-03-31,"Australia",1330,5.2
"4229","Shigellosis",2020-03-31,"Australia",239,0.9
"4230","Legionellosis",2020-03-31,"Australia",60,0.2
"4231","Tuberculosis",2020-03-31,"Australia",132,0.5
"4232","Chlamydial infection",2020-03-31,"Australia",6726,26.5
"4233","Gonococcal infection",2020-03-31,"Australia",2922,11.5
"4234","Syphilis < 2 years",2020-03-31,"Australia",467,1.8
"4235","Syphilis > 2 years or unspecified duration",2020-03-31,"Australia",251,1
"4236","Influenza (laboratory confirmed)",2020-03-31,"Australia",5898,23.3
"4237","Pertussis",2020-03-31,"Australia",682,2.7
"4238","Pneumococcal disease (invasive)",2020-03-31,"Australia",105,0.4
"4239","Rotavirus",2020-03-31,"Australia",153,0.6
"4240","Varicella zoster (chickenpox)",2020-03-31,"Australia",271,1.1
"4241","Varicella zoster (shingles)",2020-03-31,"Australia",1319,5.2
"4242","Varicella zoster (unspecified)",2020-03-31,"Australia",1103,4.3
"4243","Barmah Forest virus infection",2020-03-31,"Australia",75,0.3
"4244","Dengue virus infection",2020-03-31,"Australia",83,0.3
"4245","Ross River virus infection",2020-03-31,"Australia",549,2.2
"4246","Hepatitis B (unspecified)",2020-02-29,"Australia",506,2
"4247","Hepatitis C (newly acquired)",2020-02-29,"Australia",63,0.2
"4248","Hepatitis C (unspecified)",2020-02-29,"Australia",724,2.9
"4249","Campylobacteriosis",2020-02-29,"Australia",3139,18.2
"4250","Cryptosporidiosis",2020-02-29,"Australia",521,2.1
"4251","STEC",2020-02-29,"Australia",85,0.3
"4252","Salmonellosis",2020-02-29,"Australia",2550,10.1
"4253","Shigellosis",2020-02-29,"Australia",378,1.5
"4254","Legionellosis",2020-02-29,"Australia",44,0.2
"4255","Tuberculosis",2020-02-29,"Australia",132,0.5
"4256","Chlamydial infection",2020-02-29,"Australia",7652,30.2
"4257","Gonococcal infection",2020-02-29,"Australia",3095,12.2
"4258","Syphilis < 2 years",2020-02-29,"Australia",476,1.9
"4259","Syphilis > 2 years or unspecified duration",2020-02-29,"Australia",208,0.8
"4260","Influenza (laboratory confirmed)",2020-02-29,"Australia",7172,28.3
"4261","Mumps",2020-02-29,"Australia",47,0.2
