"","Disease","Date","State","Cases","Rates"
"12636","Japanese encephalitis virus infection",2019-05-31,"WA",0,0
"12637","Malaria",2019-05-31,"WA",5,0.2
"12638","Murray Valley encephalitis virus infection",2019-05-31,"WA",0,0
"12639","Ross River virus infection",2019-05-31,"WA",47,1.8
"12640","West Nile/Kunjin virus infection",2019-05-31,"WA",0,0
"12641","Anthrax",2019-05-31,"WA",0,0
"12642","Australian bat lyssavirus infection",2019-05-31,"WA",0,0
"12643","Brucellosis",2019-05-31,"WA",0,0
"12644","Leptospirosis",2019-05-31,"WA",0,0
"12645","Lyssavirus infection (NEC)",2019-05-31,"WA",0,0
"12646","Ornithosis",2019-05-31,"WA",0,0
"12647","Q fever",2019-05-31,"WA",1,0
"12648","Tularaemia",2019-05-31,"WA",0,0
"12649","Hepatitis (NEC)",2019-04-30,"WA",0,0
"12650","Hepatitis B (newly acquired)",2019-04-30,"WA",3,0.1
"12651","Hepatitis B (unspecified)",2019-04-30,"WA",35,1.3
"12652","Hepatitis C (newly acquired)",2019-04-30,"WA",13,0.5
"12653","Hepatitis C (unspecified)",2019-04-30,"WA",67,2.6
"12654","Hepatitis D",2019-04-30,"WA",2,0.1
"12655","Botulism",2019-04-30,"WA",0,0
"12656","Campylobacteriosis",2019-04-30,"WA",242,9.2
"12657","Cryptosporidiosis",2019-04-30,"WA",27,1
"12658","Haemolytic uraemic syndrome (HUS)",2019-04-30,"WA",0,0
"12659","Hepatitis A",2019-04-30,"WA",0,0
"12660","Hepatitis E",2019-04-30,"WA",0,0
"12661","Listeriosis",2019-04-30,"WA",0,0
"12662","Paratyphoid",2019-04-30,"WA",0,0
"12663","STEC",2019-04-30,"WA",21,0.8
"12664","Salmonellosis",2019-04-30,"WA",203,7.7
"12665","Shigellosis",2019-04-30,"WA",31,1.2
"12666","Typhoid Fever",2019-04-30,"WA",0,0
"12667","Legionellosis",2019-04-30,"WA",3,0.1
"12668","Leprosy",2019-04-30,"WA",0,0
"12669","Meningococcal disease (invasive)",2019-04-30,"WA",1,0
"12670","Tuberculosis",2019-04-30,"WA",9,0.3
"12671","COVID-19",2019-04-30,"WA",0,0
"12672","Cholera",2019-04-30,"WA",0,0
"12673","Middle East respiratory syndrome coronavirus",2019-04-30,"WA",0,0
"12674","Plague",2019-04-30,"WA",0,0
"12675","Rabies",2019-04-30,"WA",0,0
"12676","Smallpox",2019-04-30,"WA",0,0
"12677","Viral haemorrhagic fever (NEC)",2019-04-30,"WA",0,0
"12678","Yellow fever",2019-04-30,"WA",0,0
"12679","Chlamydial infection",2019-04-30,"WA",914,34.9
"12680","Donovanosis",2019-04-30,"WA",0,0
"12681","Gonococcal infection",2019-04-30,"WA",280,10.7
"12682","Syphilis < 2 years",2019-04-30,"WA",45,1.7
"12683","Syphilis > 2 years or unspecified duration",2019-04-30,"WA",24,0.9
"12684","Syphilis congenital",2019-04-30,"WA",0,0
"12685","Diphtheria",2019-04-30,"WA",0,0
"12686","Haemophilus influenzae type b",2019-04-30,"WA",0,0
"12687","Influenza (laboratory confirmed)",2019-04-30,"WA",586,22.4
"12688","Measles",2019-04-30,"WA",4,0.2
"12689","Mumps",2019-04-30,"WA",4,0.2
"12690","Pertussis",2019-04-30,"WA",52,2
"12691","Pneumococcal disease (invasive)",2019-04-30,"WA",16,0.6
"12692","Poliovirus infection",2019-04-30,"WA",0,0
"12693","Rotavirus",2019-04-30,"WA",24,0.9
"12694","Rubella",2019-04-30,"WA",0,0
"12695","Rubella congenital",2019-04-30,"WA",0,0
"12696","Tetanus",2019-04-30,"WA",0,0
"12697","Varicella zoster (chickenpox)",2019-04-30,"WA",42,1.6
"12698","Varicella zoster (shingles)",2019-04-30,"WA",161,6.1
"12699","Varicella zoster (unspecified)",2019-04-30,"WA",97,3.7
"12700","Barmah Forest virus infection",2019-04-30,"WA",2,0.1
"12701","Chikungunya virus infection",2019-04-30,"WA",1,0
"12702","Dengue virus infection",2019-04-30,"WA",28,1.1
"12703","Flavivirus infection (unspecified)",2019-04-30,"WA",0,0
"12704","Japanese encephalitis virus infection",2019-04-30,"WA",0,0
"12705","Malaria",2019-04-30,"WA",6,0.2
"12706","Murray Valley encephalitis virus infection",2019-04-30,"WA",0,0
"12707","Ross River virus infection",2019-04-30,"WA",35,1.3
"12708","West Nile/Kunjin virus infection",2019-04-30,"WA",0,0
"12709","Anthrax",2019-04-30,"WA",0,0
"12710","Australian bat lyssavirus infection",2019-04-30,"WA",0,0
"12711","Brucellosis",2019-04-30,"WA",0,0
"12712","Leptospirosis",2019-04-30,"WA",0,0
"12713","Lyssavirus infection (NEC)",2019-04-30,"WA",0,0
"12714","Ornithosis",2019-04-30,"WA",0,0
"12715","Q fever",2019-04-30,"WA",1,0
"12716","Tularaemia",2019-04-30,"WA",0,0
"12717","Hepatitis (NEC)",2019-03-31,"WA",0,0
"12718","Hepatitis B (newly acquired)",2019-03-31,"WA",0,0
"12719","Hepatitis B (unspecified)",2019-03-31,"WA",33,1.3
"12720","Hepatitis C (newly acquired)",2019-03-31,"WA",7,0.3
"12721","Hepatitis C (unspecified)",2019-03-31,"WA",96,3.7
"12722","Hepatitis D",2019-03-31,"WA",0,0
"12723","Botulism",2019-03-31,"WA",0,0
"12724","Campylobacteriosis",2019-03-31,"WA",216,8.2
"12725","Cryptosporidiosis",2019-03-31,"WA",28,1.1
"12726","Haemolytic uraemic syndrome (HUS)",2019-03-31,"WA",0,0
"12727","Hepatitis A",2019-03-31,"WA",6,0.2
"12728","Hepatitis E",2019-03-31,"WA",0,0
"12729","Listeriosis",2019-03-31,"WA",0,0
"12730","Paratyphoid",2019-03-31,"WA",1,0
"12731","STEC",2019-03-31,"WA",13,0.5
"12732","Salmonellosis",2019-03-31,"WA",208,7.9
"12733","Shigellosis",2019-03-31,"WA",31,1.2
"12734","Typhoid Fever",2019-03-31,"WA",3,0.1
"12735","Legionellosis",2019-03-31,"WA",2,0.1
"12736","Leprosy",2019-03-31,"WA",0,0
"12737","Meningococcal disease (invasive)",2019-03-31,"WA",3,0.1
"12738","Tuberculosis",2019-03-31,"WA",11,0.4
"12739","COVID-19",2019-03-31,"WA",0,0
"12740","Cholera",2019-03-31,"WA",0,0
"12741","Middle East respiratory syndrome coronavirus",2019-03-31,"WA",0,0
"12742","Plague",2019-03-31,"WA",0,0
"12743","Rabies",2019-03-31,"WA",0,0
"12744","Smallpox",2019-03-31,"WA",0,0
"12745","Viral haemorrhagic fever (NEC)",2019-03-31,"WA",0,0
"12746","Yellow fever",2019-03-31,"WA",0,0
"12747","Chlamydial infection",2019-03-31,"WA",948,36.2
"12748","Donovanosis",2019-03-31,"WA",0,0
"12749","Gonococcal infection",2019-03-31,"WA",362,13.8
"12750","Syphilis < 2 years",2019-03-31,"WA",44,1.7
"12751","Syphilis > 2 years or unspecified duration",2019-03-31,"WA",18,0.7
"12752","Syphilis congenital",2019-03-31,"WA",1,0
"12753","Diphtheria",2019-03-31,"WA",0,0
"12754","Haemophilus influenzae type b",2019-03-31,"WA",0,0
"12755","Influenza (laboratory confirmed)",2019-03-31,"WA",407,15.5
"12756","Measles",2019-03-31,"WA",1,0
"12757","Mumps",2019-03-31,"WA",2,0.1
"12758","Pertussis",2019-03-31,"WA",49,1.9
"12759","Pneumococcal disease (invasive)",2019-03-31,"WA",11,0.4
"12760","Poliovirus infection",2019-03-31,"WA",0,0
"12761","Rotavirus",2019-03-31,"WA",26,1
"12762","Rubella",2019-03-31,"WA",0,0
"12763","Rubella congenital",2019-03-31,"WA",0,0
"12764","Tetanus",2019-03-31,"WA",0,0
"12765","Varicella zoster (chickenpox)",2019-03-31,"WA",56,2.1
"12766","Varicella zoster (shingles)",2019-03-31,"WA",197,7.5
"12767","Varicella zoster (unspecified)",2019-03-31,"WA",127,4.8
"12768","Barmah Forest virus infection",2019-03-31,"WA",0,0
"12769","Chikungunya virus infection",2019-03-31,"WA",0,0
"12770","Dengue virus infection",2019-03-31,"WA",37,1.4
"12771","Flavivirus infection (unspecified)",2019-03-31,"WA",0,0
"12772","Japanese encephalitis virus infection",2019-03-31,"WA",0,0
"12773","Malaria",2019-03-31,"WA",7,0.3
"12774","Murray Valley encephalitis virus infection",2019-03-31,"WA",0,0
"12775","Ross River virus infection",2019-03-31,"WA",38,1.4
"12776","West Nile/Kunjin virus infection",2019-03-31,"WA",0,0
"12777","Anthrax",2019-03-31,"WA",0,0
"12778","Australian bat lyssavirus infection",2019-03-31,"WA",0,0
"12779","Brucellosis",2019-03-31,"WA",0,0
"12780","Leptospirosis",2019-03-31,"WA",0,0
"12781","Lyssavirus infection (NEC)",2019-03-31,"WA",0,0
"12782","Ornithosis",2019-03-31,"WA",0,0
"12783","Q fever",2019-03-31,"WA",0,0
"12784","Tularaemia",2019-03-31,"WA",0,0
"12785","Hepatitis (NEC)",2019-02-28,"WA",0,0
"12786","Hepatitis B (newly acquired)",2019-02-28,"WA",3,0.1
"12787","Hepatitis B (unspecified)",2019-02-28,"WA",41,1.6
"12788","Hepatitis C (newly acquired)",2019-02-28,"WA",5,0.2
"12789","Hepatitis C (unspecified)",2019-02-28,"WA",72,2.7
"12790","Hepatitis D",2019-02-28,"WA",4,0.2
"12791","Botulism",2019-02-28,"WA",0,0
"12792","Campylobacteriosis",2019-02-28,"WA",248,9.5
"12793","Cryptosporidiosis",2019-02-28,"WA",19,0.7
"12794","Haemolytic uraemic syndrome (HUS)",2019-02-28,"WA",1,0
"12795","Hepatitis A",2019-02-28,"WA",3,0.1
"12796","Hepatitis E",2019-02-28,"WA",0,0
"12797","Listeriosis",2019-02-28,"WA",2,0.1
"12798","Paratyphoid",2019-02-28,"WA",4,0.2
"12799","STEC",2019-02-28,"WA",14,0.5
"12800","Salmonellosis",2019-02-28,"WA",208,7.9
"12801","Shigellosis",2019-02-28,"WA",36,1.4
"12802","Typhoid Fever",2019-02-28,"WA",4,0.2
"12803","Legionellosis",2019-02-28,"WA",4,0.2
"12804","Leprosy",2019-02-28,"WA",0,0
"12805","Meningococcal disease (invasive)",2019-02-28,"WA",1,0
"12806","Tuberculosis",2019-02-28,"WA",6,0.2
"12807","COVID-19",2019-02-28,"WA",0,0
"12808","Cholera",2019-02-28,"WA",0,0
"12809","Middle East respiratory syndrome coronavirus",2019-02-28,"WA",0,0
"12810","Plague",2019-02-28,"WA",0,0
"12811","Rabies",2019-02-28,"WA",0,0
"12812","Smallpox",2019-02-28,"WA",0,0
"12813","Viral haemorrhagic fever (NEC)",2019-02-28,"WA",0,0
"12814","Yellow fever",2019-02-28,"WA",0,0
"12815","Chlamydial infection",2019-02-28,"WA",1053,40.2
"12816","Donovanosis",2019-02-28,"WA",0,0
"12817","Gonococcal infection",2019-02-28,"WA",328,12.5
"12818","Syphilis < 2 years",2019-02-28,"WA",53,2
"12819","Syphilis > 2 years or unspecified duration",2019-02-28,"WA",18,0.7
"12820","Syphilis congenital",2019-02-28,"WA",0,0
"12821","Diphtheria",2019-02-28,"WA",0,0
"12822","Haemophilus influenzae type b",2019-02-28,"WA",0,0
"12823","Influenza (laboratory confirmed)",2019-02-28,"WA",521,19.9
"12824","Measles",2019-02-28,"WA",3,0.1
"12825","Mumps",2019-02-28,"WA",1,0
"12826","Pertussis",2019-02-28,"WA",62,2.4
"12827","Pneumococcal disease (invasive)",2019-02-28,"WA",7,0.3
"12828","Poliovirus infection",2019-02-28,"WA",0,0
"12829","Rotavirus",2019-02-28,"WA",28,1.1
"12830","Rubella",2019-02-28,"WA",1,0
"12831","Rubella congenital",2019-02-28,"WA",0,0
"12832","Tetanus",2019-02-28,"WA",0,0
"12833","Varicella zoster (chickenpox)",2019-02-28,"WA",63,2.4
"12834","Varicella zoster (shingles)",2019-02-28,"WA",205,7.8
"12835","Varicella zoster (unspecified)",2019-02-28,"WA",104,4
"12836","Barmah Forest virus infection",2019-02-28,"WA",0,0
"12837","Chikungunya virus infection",2019-02-28,"WA",0,0
"12838","Dengue virus infection",2019-02-28,"WA",31,1.2
"12839","Flavivirus infection (unspecified)",2019-02-28,"WA",0,0
"12840","Japanese encephalitis virus infection",2019-02-28,"WA",0,0
"12841","Malaria",2019-02-28,"WA",4,0.2
"12842","Murray Valley encephalitis virus infection",2019-02-28,"WA",0,0
"12843","Ross River virus infection",2019-02-28,"WA",32,1.2
"12844","West Nile/Kunjin virus infection",2019-02-28,"WA",0,0
"12845","Anthrax",2019-02-28,"WA",0,0
"12846","Australian bat lyssavirus infection",2019-02-28,"WA",0,0
"12847","Brucellosis",2019-02-28,"WA",0,0
"12848","Leptospirosis",2019-02-28,"WA",1,0
"12849","Lyssavirus infection (NEC)",2019-02-28,"WA",0,0
"12850","Ornithosis",2019-02-28,"WA",0,0
"12851","Q fever",2019-02-28,"WA",0,0
"12852","Tularaemia",2019-02-28,"WA",0,0
"12853","Hepatitis (NEC)",2019-01-31,"WA",0,0
"12854","Hepatitis B (newly acquired)",2019-01-31,"WA",5,0.2
"12855","Hepatitis B (unspecified)",2019-01-31,"WA",36,1.4
"12856","Hepatitis C (newly acquired)",2019-01-31,"WA",8,0.3
"12857","Hepatitis C (unspecified)",2019-01-31,"WA",67,2.6
"12858","Hepatitis D",2019-01-31,"WA",1,0
"12859","Botulism",2019-01-31,"WA",0,0
"12860","Campylobacteriosis",2019-01-31,"WA",299,11.4
"12861","Cryptosporidiosis",2019-01-31,"WA",13,0.5
"12862","Haemolytic uraemic syndrome (HUS)",2019-01-31,"WA",0,0
"12863","Hepatitis A",2019-01-31,"WA",6,0.2
"12864","Hepatitis E",2019-01-31,"WA",2,0.1
"12865","Listeriosis",2019-01-31,"WA",3,0.1
"12866","Paratyphoid",2019-01-31,"WA",0,0
"12867","STEC",2019-01-31,"WA",10,0.4
"12868","Salmonellosis",2019-01-31,"WA",180,6.9
"12869","Shigellosis",2019-01-31,"WA",61,2.3
"12870","Typhoid Fever",2019-01-31,"WA",4,0.2
"12871","Legionellosis",2019-01-31,"WA",2,0.1
"12872","Leprosy",2019-01-31,"WA",0,0
"12873","Meningococcal disease (invasive)",2019-01-31,"WA",3,0.1
"12874","Tuberculosis",2019-01-31,"WA",8,0.3
"12875","COVID-19",2019-01-31,"WA",0,0
"12876","Cholera",2019-01-31,"WA",0,0
"12877","Middle East respiratory syndrome coronavirus",2019-01-31,"WA",0,0
"12878","Plague",2019-01-31,"WA",0,0
"12879","Rabies",2019-01-31,"WA",0,0
"12880","Smallpox",2019-01-31,"WA",0,0
"12881","Viral haemorrhagic fever (NEC)",2019-01-31,"WA",0,0
"12882","Yellow fever",2019-01-31,"WA",0,0
"12883","Chlamydial infection",2019-01-31,"WA",1161,44.3
"12884","Donovanosis",2019-01-31,"WA",0,0
"12885","Gonococcal infection",2019-01-31,"WA",433,16.5
"12886","Syphilis < 2 years",2019-01-31,"WA",56,2.1
"12887","Syphilis > 2 years or unspecified duration",2019-01-31,"WA",14,0.5
"12888","Syphilis congenital",2019-01-31,"WA",0,0
"12889","Diphtheria",2019-01-31,"WA",0,0
"12890","Haemophilus influenzae type b",2019-01-31,"WA",0,0
"12891","Influenza (laboratory confirmed)",2019-01-31,"WA",585,22.3
"12892","Measles",2019-01-31,"WA",10,0.4
"12893","Mumps",2019-01-31,"WA",3,0.1
"12894","Pertussis",2019-01-31,"WA",69,2.6
"12895","Pneumococcal disease (invasive)",2019-01-31,"WA",10,0.4
"12896","Poliovirus infection",2019-01-31,"WA",0,0
"12897","Rotavirus",2019-01-31,"WA",14,0.5
"12898","Rubella",2019-01-31,"WA",0,0
"12899","Rubella congenital",2019-01-31,"WA",0,0
"12900","Tetanus",2019-01-31,"WA",0,0
"12901","Varicella zoster (chickenpox)",2019-01-31,"WA",40,1.5
"12902","Varicella zoster (shingles)",2019-01-31,"WA",162,6.2
"12903","Varicella zoster (unspecified)",2019-01-31,"WA",125,4.8
"12904","Barmah Forest virus infection",2019-01-31,"WA",3,0.1
"12905","Chikungunya virus infection",2019-01-31,"WA",0,0
"12906","Dengue virus infection",2019-01-31,"WA",26,1
"12907","Flavivirus infection (unspecified)",2019-01-31,"WA",0,0
"12908","Japanese encephalitis virus infection",2019-01-31,"WA",0,0
"12909","Malaria",2019-01-31,"WA",1,0
"12910","Murray Valley encephalitis virus infection",2019-01-31,"WA",0,0
"12911","Ross River virus infection",2019-01-31,"WA",52,2
"12912","West Nile/Kunjin virus infection",2019-01-31,"WA",0,0
"12913","Anthrax",2019-01-31,"WA",0,0
"12914","Australian bat lyssavirus infection",2019-01-31,"WA",0,0
"12915","Brucellosis",2019-01-31,"WA",0,0
"12916","Leptospirosis",2019-01-31,"WA",1,0
"12917","Lyssavirus infection (NEC)",2019-01-31,"WA",0,0
"12918","Ornithosis",2019-01-31,"WA",0,0
"12919","Q fever",2019-01-31,"WA",1,0
"12920","Tularaemia",2019-01-31,"WA",0,0
"12921","Hepatitis (NEC)",2018-12-31,"WA",0,0
"12922","Hepatitis B (newly acquired)",2018-12-31,"WA",4,0.2
"12923","Hepatitis B (unspecified)",2018-12-31,"WA",34,1.3
"12924","Hepatitis C (newly acquired)",2018-12-31,"WA",12,0.5
"12925","Hepatitis C (unspecified)",2018-12-31,"WA",57,2.2
"12926","Hepatitis D",2018-12-31,"WA",0,0
"12927","Botulism",2018-12-31,"WA",0,0
"12928","Campylobacteriosis",2018-12-31,"WA",319,12.3
"12929","Cryptosporidiosis",2018-12-31,"WA",15,0.6
"12930","Haemolytic uraemic syndrome (HUS)",2018-12-31,"WA",0,0
"12931","Hepatitis A",2018-12-31,"WA",2,0.1
"12932","Hepatitis E",2018-12-31,"WA",0,0
"12933","Listeriosis",2018-12-31,"WA",1,0
"12934","Paratyphoid",2018-12-31,"WA",1,0
"12935","STEC",2018-12-31,"WA",18,0.7
"12936","Salmonellosis",2018-12-31,"WA",138,5.3
"12937","Shigellosis",2018-12-31,"WA",24,0.9
"12938","Typhoid Fever",2018-12-31,"WA",0,0
"12939","Legionellosis",2018-12-31,"WA",1,0
"12940","Leprosy",2018-12-31,"WA",0,0
"12941","Meningococcal disease (invasive)",2018-12-31,"WA",4,0.2
"12942","Tuberculosis",2018-12-31,"WA",24,0.9
"12943","COVID-19",2018-12-31,"WA",0,0
"12944","Cholera",2018-12-31,"WA",0,0
"12945","Middle East respiratory syndrome coronavirus",2018-12-31,"WA",0,0
"12946","Plague",2018-12-31,"WA",0,0
"12947","Rabies",2018-12-31,"WA",0,0
"12948","Smallpox",2018-12-31,"WA",0,0
"12949","Viral haemorrhagic fever (NEC)",2018-12-31,"WA",0,0
"12950","Yellow fever",2018-12-31,"WA",0,0
"12951","Chlamydial infection",2018-12-31,"WA",789,30.4
"12952","Donovanosis",2018-12-31,"WA",0,0
"12953","Gonococcal infection",2018-12-31,"WA",284,10.9
"12954","Syphilis < 2 years",2018-12-31,"WA",47,1.8
"12955","Syphilis > 2 years or unspecified duration",2018-12-31,"WA",8,0.3
"12956","Syphilis congenital",2018-12-31,"WA",0,0
"12957","Diphtheria",2018-12-31,"WA",0,0
"12958","Haemophilus influenzae type b",2018-12-31,"WA",0,0
"12959","Influenza (laboratory confirmed)",2018-12-31,"WA",398,15.3
"12960","Measles",2018-12-31,"WA",3,0.1
"12961","Mumps",2018-12-31,"WA",0,0
"12962","Pertussis",2018-12-31,"WA",58,2.2
"12963","Pneumococcal disease (invasive)",2018-12-31,"WA",13,0.5
"12964","Poliovirus infection",2018-12-31,"WA",0,0
"12965","Rotavirus",2018-12-31,"WA",24,0.9
"12966","Rubella",2018-12-31,"WA",0,0
"12967","Rubella congenital",2018-12-31,"WA",0,0
"12968","Tetanus",2018-12-31,"WA",0,0
"12969","Varicella zoster (chickenpox)",2018-12-31,"WA",53,2
"12970","Varicella zoster (shingles)",2018-12-31,"WA",179,6.9
"12971","Varicella zoster (unspecified)",2018-12-31,"WA",117,4.5
"12972","Barmah Forest virus infection",2018-12-31,"WA",0,0
"12973","Chikungunya virus infection",2018-12-31,"WA",0,0
"12974","Dengue virus infection",2018-12-31,"WA",16,0.6
"12975","Flavivirus infection (unspecified)",2018-12-31,"WA",0,0
"12976","Japanese encephalitis virus infection",2018-12-31,"WA",0,0
"12977","Malaria",2018-12-31,"WA",5,0.2
"12978","Murray Valley encephalitis virus infection",2018-12-31,"WA",0,0
"12979","Ross River virus infection",2018-12-31,"WA",26,1
"12980","West Nile/Kunjin virus infection",2018-12-31,"WA",0,0
"12981","Anthrax",2018-12-31,"WA",0,0
"12982","Australian bat lyssavirus infection",2018-12-31,"WA",0,0
"12983","Brucellosis",2018-12-31,"WA",0,0
"12984","Leptospirosis",2018-12-31,"WA",2,0.1
"12985","Lyssavirus infection (NEC)",2018-12-31,"WA",0,0
"12986","Ornithosis",2018-12-31,"WA",0,0
"12987","Q fever",2018-12-31,"WA",1,0
"12988","Tularaemia",2018-12-31,"WA",0,0
"12989","Hepatitis (NEC)",2018-11-30,"WA",0,0
"12990","Hepatitis B (newly acquired)",2018-11-30,"WA",2,0.1
"12991","Hepatitis B (unspecified)",2018-11-30,"WA",35,1.3
"12992","Hepatitis C (newly acquired)",2018-11-30,"WA",14,0.5
"12993","Hepatitis C (unspecified)",2018-11-30,"WA",74,2.9
"12994","Hepatitis D",2018-11-30,"WA",1,0
"12995","Botulism",2018-11-30,"WA",0,0
"12996","Campylobacteriosis",2018-11-30,"WA",353,13.6
"12997","Cryptosporidiosis",2018-11-30,"WA",11,0.4
"12998","Haemolytic uraemic syndrome (HUS)",2018-11-30,"WA",0,0
"12999","Hepatitis A",2018-11-30,"WA",2,0.1
"13000","Hepatitis E",2018-11-30,"WA",0,0
"13001","Listeriosis",2018-11-30,"WA",0,0
"13002","Paratyphoid",2018-11-30,"WA",1,0
"13003","STEC",2018-11-30,"WA",12,0.5
"13004","Salmonellosis",2018-11-30,"WA",174,6.7
"13005","Shigellosis",2018-11-30,"WA",17,0.7
"13006","Typhoid Fever",2018-11-30,"WA",1,0
"13007","Legionellosis",2018-11-30,"WA",2,0.1
"13008","Leprosy",2018-11-30,"WA",0,0
"13009","Meningococcal disease (invasive)",2018-11-30,"WA",3,0.1
"13010","Tuberculosis",2018-11-30,"WA",17,0.7
"13011","COVID-19",2018-11-30,"WA",0,0
"13012","Cholera",2018-11-30,"WA",0,0
"13013","Middle East respiratory syndrome coronavirus",2018-11-30,"WA",0,0
"13014","Plague",2018-11-30,"WA",0,0
"13015","Rabies",2018-11-30,"WA",0,0
"13016","Smallpox",2018-11-30,"WA",0,0
"13017","Viral haemorrhagic fever (NEC)",2018-11-30,"WA",0,0
"13018","Yellow fever",2018-11-30,"WA",0,0
"13019","Chlamydial infection",2018-11-30,"WA",992,38.2
"13020","Donovanosis",2018-11-30,"WA",0,0
"13021","Gonococcal infection",2018-11-30,"WA",310,11.9
"13022","Syphilis < 2 years",2018-11-30,"WA",43,1.7
"13023","Syphilis > 2 years or unspecified duration",2018-11-30,"WA",20,0.8
"13024","Syphilis congenital",2018-11-30,"WA",1,0
"13025","Diphtheria",2018-11-30,"WA",0,0
"13026","Haemophilus influenzae type b",2018-11-30,"WA",0,0
"13027","Influenza (laboratory confirmed)",2018-11-30,"WA",343,13.2
"13028","Measles",2018-11-30,"WA",7,0.3
"13029","Mumps",2018-11-30,"WA",0,0
"13030","Pertussis",2018-11-30,"WA",84,3.2
"13031","Pneumococcal disease (invasive)",2018-11-30,"WA",20,0.8
"13032","Poliovirus infection",2018-11-30,"WA",0,0
"13033","Rotavirus",2018-11-30,"WA",43,1.7
"13034","Rubella",2018-11-30,"WA",0,0
"13035","Rubella congenital",2018-11-30,"WA",0,0
"13036","Tetanus",2018-11-30,"WA",0,0
"13037","Varicella zoster (chickenpox)",2018-11-30,"WA",52,2
"13038","Varicella zoster (shingles)",2018-11-30,"WA",191,7.4
"13039","Varicella zoster (unspecified)",2018-11-30,"WA",144,5.6
"13040","Barmah Forest virus infection",2018-11-30,"WA",2,0.1
"13041","Chikungunya virus infection",2018-11-30,"WA",0,0
"13042","Dengue virus infection",2018-11-30,"WA",12,0.5
"13043","Flavivirus infection (unspecified)",2018-11-30,"WA",0,0
"13044","Japanese encephalitis virus infection",2018-11-30,"WA",0,0
"13045","Malaria",2018-11-30,"WA",2,0.1
"13046","Murray Valley encephalitis virus infection",2018-11-30,"WA",0,0
"13047","Ross River virus infection",2018-11-30,"WA",29,1.1
"13048","West Nile/Kunjin virus infection",2018-11-30,"WA",0,0
"13049","Anthrax",2018-11-30,"WA",0,0
"13050","Australian bat lyssavirus infection",2018-11-30,"WA",0,0
"13051","Brucellosis",2018-11-30,"WA",0,0
"13052","Leptospirosis",2018-11-30,"WA",1,0
"13053","Lyssavirus infection (NEC)",2018-11-30,"WA",0,0
"13054","Ornithosis",2018-11-30,"WA",0,0
"13055","Q fever",2018-11-30,"WA",0,0
"13056","Tularaemia",2018-11-30,"WA",0,0
"13057","Hepatitis (NEC)",2020-10-31,"Australia",0,0
"13058","Hepatitis B (newly acquired)",2020-10-31,"Australia",3,0
"13059","Hepatitis B (unspecified)",2020-10-31,"Australia",410,1.6
"13060","Hepatitis C (newly acquired)",2020-10-31,"Australia",48,0.2
"13061","Hepatitis C (unspecified)",2020-10-31,"Australia",645,2.5
"13062","Hepatitis D",2020-10-31,"Australia",8,0
"13063","Botulism",2020-10-31,"Australia",0,0
"13064","Campylobacteriosis",2020-10-31,"Australia",2941,17
"13065","Cryptosporidiosis",2020-10-31,"Australia",109,0.4
"13066","Haemolytic uraemic syndrome (HUS)",2020-10-31,"Australia",2,0
"13067","Hepatitis A",2020-10-31,"Australia",1,0
"13068","Hepatitis E",2020-10-31,"Australia",0,0
"13069","Listeriosis",2020-10-31,"Australia",3,0
"13070","Paratyphoid",2020-10-31,"Australia",0,0
"13071","STEC",2020-10-31,"Australia",52,0.2
"13072","Salmonellosis",2020-10-31,"Australia",621,2.4
"13073","Shigellosis",2020-10-31,"Australia",54,0.2
"13074","Typhoid Fever",2020-10-31,"Australia",1,0
"13075","Legionellosis",2020-10-31,"Australia",33,0.1
"13076","Leprosy",2020-10-31,"Australia",0,0
"13077","Meningococcal disease (invasive)",2020-10-31,"Australia",10,0
"13078","Tuberculosis",2020-10-31,"Australia",145,0.6
"13079","COVID-19",2020-10-31,"Australia",480,1.9
"13080","Cholera",2020-10-31,"Australia",0,0
"13081","Middle East respiratory syndrome coronavirus",2020-10-31,"Australia",0,0
"13082","Plague",2020-10-31,"Australia",0,0
"13083","Rabies",2020-10-31,"Australia",0,0
"13084","Smallpox",2020-10-31,"Australia",0,0
"13085","Viral haemorrhagic fever (NEC)",2020-10-31,"Australia",0,0
"13086","Yellow fever",2020-10-31,"Australia",0,0
"13087","Chlamydial infection",2020-10-31,"Australia",6181,24.4
"13088","Donovanosis",2020-10-31,"Australia",0,0
"13089","Gonococcal infection",2020-10-31,"Australia",2024,8
"13090","Syphilis < 2 years",2020-10-31,"Australia",378,1.5
"13091","Syphilis > 2 years or unspecified duration",2020-10-31,"Australia",144,0.6
"13092","Syphilis congenital",2020-10-31,"Australia",0,0
"13093","Diphtheria",2020-10-31,"Australia",0,0
"13094","Haemophilus influenzae type b",2020-10-31,"Australia",2,0
"13095","Influenza (laboratory confirmed)",2020-10-31,"Australia",33,0.1
"13096","Measles",2020-10-31,"Australia",0,0
"13097","Mumps",2020-10-31,"Australia",5,0
"13098","Pertussis",2020-10-31,"Australia",23,0.1
"13099","Pneumococcal disease (invasive)",2020-10-31,"Australia",79,0.3
"13100","Poliovirus infection",2020-10-31,"Australia",0,0
"13101","Rotavirus",2020-10-31,"Australia",96,0.4
"13102","Rubella",2020-10-31,"Australia",0,0
"13103","Rubella congenital",2020-10-31,"Australia",0,0
"13104","Tetanus",2020-10-31,"Australia",1,0
"13105","Varicella zoster (chickenpox)",2020-10-31,"Australia",200,0.8
