"","Disease","Date","State","Cases","Rates","Cases_7dayavg","Rates_7dayavg"
"3962","COVID-19",2020-06-30,"Western Australia",15,0.6,178.714285714286,6.81428571428571
"3963","Chlamydial infection",2020-06-30,"Western Australia",850,32.4,179.857142857143,6.85714285714285
"3964","Gonococcal infection",2020-06-30,"Western Australia",295,11.3,181.857142857143,6.94285714285714
"3965","Syphilis < 2 years",2020-06-30,"Western Australia",61,2.3,184.285714285714,7.04285714285714
"3966","Syphilis > 2 years or unspecified duration",2020-06-30,"Western Australia",21,0.8,184.142857142857,7.02857142857142
"3967","Influenza (laboratory confirmed)",2020-06-30,"Western Australia",23,0.9,70.4285714285714,2.7
"3968","Pneumococcal disease (invasive)",2020-06-30,"Western Australia",25,1,58.2857142857143,2.22857142857142
"3969","Rotavirus",2020-06-30,"Western Australia",14,0.5,70.2857142857143,2.68571428571428
"3970","Varicella zoster (chickenpox)",2020-06-30,"Western Australia",54,2.1,69.5714285714286,2.65714285714285
"3971","Varicella zoster (shingles)",2020-06-30,"Western Australia",210,8,75.1428571428571,2.87142857142857
"3972","Varicella zoster (unspecified)",2020-06-30,"Western Australia",145,5.5,72.4285714285714,2.75714285714285
"3973","Ross River virus infection",2020-06-30,"Western Australia",16,0.6,80.8571428571429,3.08571428571428
"3974","Hepatitis B (unspecified)",2020-06-30,"Australia",463,1.8,737.142857142857,3.45714285714286
"3975","Hepatitis C (newly acquired)",2020-06-30,"Australia",62,0.2,731.285714285714,3.42857142857143
"3976","Hepatitis C (unspecified)",2020-06-30,"Australia",620,2.4,585.857142857143,2.85714285714286
"3977","Campylobacteriosis",2020-06-30,"Australia",2142,12.4,587.142857142857,2.85714285714286
"3978","Cryptosporidiosis",2020-06-30,"Australia",74,0.3,526.571428571429,2.62857142857143
"3979","Salmonellosis",2020-06-30,"Australia",689,2.7,535.571428571429,2.67142857142857
"3980","Shigellosis",2020-06-30,"Australia",60,0.2,603.428571428571,2.94285714285714
"3981","Legionellosis",2020-06-30,"Australia",39,0.2,1147,4.52857142857143
"3982","Tuberculosis",2020-06-30,"Australia",125,0.5,1506.14285714286,5.94285714285714
"3983","COVID-19",2020-06-30,"Australia",1095,4.3,1468,5.8
"3984","Chlamydial infection",2020-06-30,"Australia",5947,23.5,1484.71428571429,5.87142857142857
"3985","Gonococcal infection",2020-06-30,"Australia",2588,10.2,1510.85714285714,5.97142857142857
"3986","Syphilis < 2 years",2020-06-30,"Australia",422,1.7,1521,6.01428571428571
"3987","Syphilis > 2 years or unspecified duration",2020-06-30,"Australia",177,0.7,1377.42857142857,5.45714285714286
"3988","Influenza (laboratory confirmed)",2020-06-30,"Australia",222,0.9,541.571428571429,2.15714285714286
"3989","Pertussis",2020-06-30,"Australia",196,0.8,199.285714285714,0.814285714285713
"3990","Pneumococcal disease (invasive)",2020-06-30,"Australia",90,0.4,326,1.31428571428571
"3991","Rotavirus",2020-06-30,"Australia",96,0.4,440,1.75714285714286
"3992","Varicella zoster (chickenpox)",2020-06-30,"Australia",192,0.8,420,1.67142857142857
"3993","Varicella zoster (shingles)",2020-06-30,"Australia",1309,5.2,478.428571428571,1.9
"3994","Varicella zoster (unspecified)",2020-06-30,"Australia",975,3.8,533.142857142857,2.11428571428571
"3995","Barmah Forest virus infection",2020-06-30,"Australia",82,0.3,526,2.08571428571428
"3996","Ross River virus infection",2020-06-30,"Australia",605,2.4,592,2.34285714285714
"3997","Hepatitis B (unspecified)",2020-07-31,"Australian Capital Territory",5,1.2,17.7142857142857,4.15714285714286
"3998","Hepatitis C (unspecified)",2020-07-31,"Australian Capital Territory",10,2.3,17,3.98571428571429
"3999","Campylobacteriosis",2020-07-31,"Australian Capital Territory",48,11.3,12.1428571428571,2.84285714285715
"4000","Cryptosporidiosis",2020-07-31,"Australian Capital Territory",1,0.2,10.8571428571429,2.54285714285715
"4001","Salmonellosis",2020-07-31,"Australian Capital Territory",3,0.7,29.4285714285714,6.9
"4002","Tuberculosis",2020-07-31,"Australian Capital Territory",4,0.9,31.1428571428571,7.31428571428572
"4003","COVID-19",2020-07-31,"Australian Capital Territory",5,1.2,25,5.87142857142857
"4004","Chlamydial infection",2020-07-31,"Australian Capital Territory",135,31.7,25,5.87142857142857
"4005","Gonococcal infection",2020-07-31,"Australian Capital Territory",22,5.2,24.7142857142857,5.8
"4006","Syphilis < 2 years",2020-07-31,"Australian Capital Territory",5,1.2,24.8571428571429,5.84285714285715
"4007","Influenza (laboratory confirmed)",2020-07-31,"Australian Capital Territory",1,0.2,24.7142857142857,5.8
"4008","Pneumococcal disease (invasive)",2020-07-31,"Australian Capital Territory",1,0.2,9.85714285714286,2.31428571428572
"4009","Rotavirus",2020-07-31,"Australian Capital Territory",5,1.2,7.85714285714286,1.84285714285715
"4010","Varicella zoster (chickenpox)",2020-07-31,"Australian Capital Territory",4,0.9,7.28571428571429,1.7
"4011","Varicella zoster (shingles)",2020-07-31,"Australian Capital Territory",31,7.3,8.14285714285714,1.9
"4012","Varicella zoster (unspecified)",2020-07-31,"Australian Capital Territory",8,1.9,8.14285714285714,1.9
"4013","Ross River virus infection",2020-07-31,"Australian Capital Territory",1,0.2,8.14285714285714,1.9
"4014","Hepatitis B (unspecified)",2020-07-31,"New South Wales",190,2.3,216.857142857143,2.65714285714286
"4015","Hepatitis C (unspecified)",2020-07-31,"New South Wales",285,3.5,229,2.81428571428572
"4016","Campylobacteriosis",2020-07-31,"New South Wales",722,8.9,227.285714285714,2.80000000000001
"4017","Cryptosporidiosis",2020-07-31,"New South Wales",18,0.2,199.285714285714,2.44285714285715
"4018","Salmonellosis",2020-07-31,"New South Wales",113,1.4,227.857142857143,2.80000000000001
"4019","Shigellosis",2020-07-31,"New South Wales",23,0.3,499.285714285714,6.15714285714286
"4020","Tuberculosis",2020-07-31,"New South Wales",44,0.5,507.571428571429,6.25714285714286
"4021","COVID-19",2020-07-31,"New South Wales",390,4.8,522.285714285714,6.44285714285715
"4022","Chlamydial infection",2020-07-31,"New South Wales",2185,27,512.714285714286,6.32857142857143
"4023","Gonococcal infection",2020-07-31,"New South Wales",780,9.6,515.571428571429,6.35714285714286
"4024","Syphilis < 2 years",2020-07-31,"New South Wales",121,1.5,513.142857142857,6.32857142857143
"4025","Syphilis > 2 years or unspecified duration",2020-07-31,"New South Wales",46,0.6,463.142857142857,5.71428571428572
"4026","Influenza (laboratory confirmed)",2020-07-31,"New South Wales",43,0.5,154,1.90000000000001
"4027","Pertussis",2020-07-31,"New South Wales",27,0.3,47.4285714285714,0.585714285714291
"4028","Pneumococcal disease (invasive)",2020-07-31,"New South Wales",40,0.5,40.4285714285714,0.500000000000005
"4029","Rotavirus",2020-07-31,"New South Wales",21,0.3,36.4285714285714,0.442857142857148
"4030","Barmah Forest virus infection",2020-07-31,"New South Wales",34,0.4,57.7142857142857,0.71428571428572
"4031","Ross River virus infection",2020-07-31,"New South Wales",72,0.9,84.2857142857143,1.04285714285715
"4032","Q fever",2020-07-31,"New South Wales",18,0.2,174.142857142857,2.15714285714286
"4033","Hepatitis B (unspecified)",2020-07-31,"Northern Territory",4,1.6,16.4285714285714,6.67142857142857
"4034","Hepatitis C (unspecified)",2020-07-31,"Northern Territory",6,2.4,13.5714285714286,5.5
"4035","Campylobacteriosis",2020-07-31,"Northern Territory",27,11,13.2857142857143,5.38571428571429
"4036","Salmonellosis",2020-07-31,"Northern Territory",28,11.4,13,5.27142857142857
"4037","Shigellosis",2020-07-31,"Northern Territory",20,8.1,38.8571428571429,15.7857142857143
"4038","Tuberculosis",2020-07-31,"Northern Territory",3,1.2,53,21.5428571428571
"4039","COVID-19",2020-07-31,"Northern Territory",3,1.2,51.2857142857143,20.8428571428571
"4040","Chlamydial infection",2020-07-31,"Northern Territory",185,75.2,48.1428571428571,19.5571428571429
"4041","Gonococcal infection",2020-07-31,"Northern Territory",105,42.7,45.4285714285714,18.4571428571429
"4042","Syphilis < 2 years",2020-07-31,"Northern Territory",15,6.1,46.1428571428571,18.7571428571429
"4043","Syphilis > 2 years or unspecified duration",2020-07-31,"Northern Territory",6,2.4,46,18.7
"4044","Pertussis",2020-07-31,"Northern Territory",1,0.4,19.7142857142857,8.01428571428572
"4045","Pneumococcal disease (invasive)",2020-07-31,"Northern Territory",8,3.3,10,4.05714285714286
"4046","Rotavirus",2020-07-31,"Northern Territory",2,0.8,8.71428571428571,3.52857142857143
"4047","Varicella zoster (chickenpox)",2020-07-31,"Northern Territory",1,0.4,8.28571428571429,3.35714285714286
"4048","Varicella zoster (shingles)",2020-07-31,"Northern Territory",37,15,9,3.64285714285715
"4049","Varicella zoster (unspecified)",2020-07-31,"Northern Territory",6,2.4,9,3.64285714285715
"4050","Ross River virus infection",2020-07-31,"Northern Territory",3,1.2,11.1428571428571,4.51428571428572
"4051","Hepatitis B (unspecified)",2020-07-31,"Queensland",73,1.4,162.714285714286,3.2
"4052","Hepatitis C (newly acquired)",2020-07-31,"Queensland",36,0.7,158.285714285714,3.11428571428571
"4053","Hepatitis C (unspecified)",2020-07-31,"Queensland",137,2.7,133.571428571429,2.62857142857143
"4054","Campylobacteriosis",2020-07-31,"Queensland",512,10.1,134.571428571429,2.65714285714286
"4055","Cryptosporidiosis",2020-07-31,"Queensland",15,0.3,127.142857142857,2.51428571428571
"4056","Salmonellosis",2020-07-31,"Queensland",151,3,124.285714285714,2.45714285714286
"4057","Shigellosis",2020-07-31,"Queensland",18,0.4,389,7.65714285714286
"4058","Tuberculosis",2020-07-31,"Queensland",21,0.4,400.142857142857,7.87142857142857
"4059","COVID-19",2020-07-31,"Queensland",16,0.3,408.857142857143,8.04285714285714
"4060","Chlamydial infection",2020-07-31,"Queensland",1990,39.1,390.428571428571,7.67142857142857
"4061","Gonococcal infection",2020-07-31,"Queensland",590,11.6,395.714285714286,7.77142857142857
"4062","Syphilis < 2 years",2020-07-31,"Queensland",76,1.5,396.285714285714,7.78571428571429
"4063","Syphilis > 2 years or unspecified duration",2020-07-31,"Queensland",22,0.4,396.857142857143,7.8
"4064","Influenza (laboratory confirmed)",2020-07-31,"Queensland",55,1.1,122.857142857143,2.41428571428571
"4065","Pneumococcal disease (invasive)",2020-07-31,"Queensland",25,0.5,124,2.42857142857143
"4066","Rotavirus",2020-07-31,"Queensland",20,0.4,146.285714285714,2.87142857142857
"4067","Varicella zoster (chickenpox)",2020-07-31,"Queensland",72,1.4,147.714285714286,2.9
"4068","Varicella zoster (shingles)",2020-07-31,"Queensland",598,11.7,156.714285714286,3.07142857142857
"4069","Varicella zoster (unspecified)",2020-07-31,"Queensland",232,4.6,154.285714285714,3.02857142857143
"4070","Barmah Forest virus infection",2020-07-31,"Queensland",32,0.6,154.428571428571,3.02857142857143
"4071","Ross River virus infection",2020-07-31,"Queensland",118,2.3,154.571428571429,3.02857142857143
"4072","Leptospirosis",2020-07-31,"Queensland",8,0.2,74.2857142857143,1.45714285714286
"4073","Q fever",2020-07-31,"Queensland",21,0.4,59.2857142857143,1.15714285714286
"4074","Hepatitis B (unspecified)",2020-07-31,"South Australia",30,1.7,86.8571428571429,4.97142857142857
"4075","Hepatitis C (unspecified)",2020-07-31,"South Australia",17,1,82.8571428571429,4.74285714285714
"4076","Campylobacteriosis",2020-07-31,"South Australia",225,12.8,47.4285714285714,2.71428571428571
"4077","Cryptosporidiosis",2020-07-31,"South Australia",10,0.6,46.8571428571429,2.67142857142857
"4078","STEC",2020-07-31,"South Australia",8,0.5,43.5714285714286,2.48571428571428
"4079","Salmonellosis",2020-07-31,"South Australia",32,1.8,42.7142857142857,2.42857142857142
"4080","Shigellosis",2020-07-31,"South Australia",6,0.3,81.7142857142857,4.65714285714285
"4081","Tuberculosis",2020-07-31,"South Australia",7,0.4,98.2857142857143,5.59999999999999
"4082","COVID-19",2020-07-31,"South Australia",11,0.6,98.4285714285714,5.59999999999999
"4083","Chlamydial infection",2020-07-31,"South Australia",498,28.4,95.5714285714286,5.44285714285714
"4084","Gonococcal infection",2020-07-31,"South Australia",126,7.2,97.1428571428571,5.54285714285714
"4085","Syphilis < 2 years",2020-07-31,"South Australia",9,0.5,98.8571428571429,5.64285714285714
"4086","Syphilis > 2 years or unspecified duration",2020-07-31,"South Australia",12,0.7,99.2857142857143,5.67142857142857
"4087","Influenza (laboratory confirmed)",2020-07-31,"South Australia",17,1,31.5714285714286,1.81428571428571
"4088","Pertussis",2020-07-31,"South Australia",19,1.1,17.7142857142857,1.02857142857142
"4089","Pneumococcal disease (invasive)",2020-07-31,"South Australia",14,0.8,60.8571428571429,3.48571428571428
"4090","Rotavirus",2020-07-31,"South Australia",24,1.4,63.4285714285714,3.62857142857142
"4091","Varicella zoster (chickenpox)",2020-07-31,"South Australia",29,1.7,61.5714285714286,3.51428571428571
"4092","Varicella zoster (shingles)",2020-07-31,"South Australia",311,17.7,61.8571428571429,3.52857142857142
"4093","Varicella zoster (unspecified)",2020-07-31,"South Australia",30,1.7,62.7142857142857,3.57142857142857
"4094","Ross River virus infection",2020-07-31,"South Australia",4,0.2,90.4285714285714,5.14285714285714
"4095","Hepatitis B (unspecified)",2020-07-31,"Tasmania",6,1.1,21,3.92857142857143
"4096","Hepatitis C (unspecified)",2020-07-31,"Tasmania",14,2.6,17.2857142857143,3.22857142857143
"4097","Campylobacteriosis",2020-07-31,"Tasmania",76,14.2,15.2857142857143,2.85714285714286
"4098","Cryptosporidiosis",2020-07-31,"Tasmania",2,0.4,15.4285714285714,2.88571428571429
"4099","Salmonellosis",2020-07-31,"Tasmania",7,1.3,14.7142857142857,2.75714285714286
"4100","Legionellosis",2020-07-31,"Tasmania",1,0.2,28.2857142857143,5.3
"4101","Tuberculosis",2020-07-31,"Tasmania",2,0.4,19.1428571428571,3.58571428571429
"4102","COVID-19",2020-07-31,"Tasmania",1,0.2,19.1428571428571,3.58571428571429
"4103","Chlamydial infection",2020-07-31,"Tasmania",109,20.4,18.4285714285714,3.45714285714286
"4104","Gonococcal infection",2020-07-31,"Tasmania",12,2.2,18.5714285714286,3.48571428571429
"4105","Syphilis > 2 years or unspecified duration",2020-07-31,"Tasmania",2,0.4,18.5714285714286,3.48571428571429
"4106","Influenza (laboratory confirmed)",2020-07-31,"Tasmania",2,0.4,19,3.55714285714286
"4107","Pertussis",2020-07-31,"Tasmania",2,0.4,4.28571428571429,0.800000000000001
"4108","Pneumococcal disease (invasive)",2020-07-31,"Tasmania",2,0.4,9,1.68571428571429
"4109","Rotavirus",2020-07-31,"Tasmania",4,0.7,11.2857142857143,2.11428571428572
"4110","Varicella zoster (chickenpox)",2020-07-31,"Tasmania",6,1.1,12.1428571428571,2.27142857142857
"4111","Varicella zoster (shingles)",2020-07-31,"Tasmania",45,8.4,12,2.24285714285714
"4112","Varicella zoster (unspecified)",2020-07-31,"Tasmania",18,3.4,13.7142857142857,2.55714285714286
"4113","Hepatitis B (unspecified)",2020-07-31,"Victoria",103,1.6,210.714285714286,3.2
"4114","Hepatitis C (unspecified)",2020-07-31,"Victoria",112,1.7,194.142857142857,2.95714285714286
"4115","Campylobacteriosis",2020-07-31,"Victoria",434,6.6,113.428571428571,1.74285714285714
"4116","Cryptosporidiosis",2020-07-31,"Victoria",20,0.3,1500.42857142857,22.7714285714286
"4117","Salmonellosis",2020-07-31,"Victoria",63,1,1520.85714285714,23.0714285714286
"4118","Tuberculosis",2020-07-31,"Victoria",44,0.7,1567.14285714286,23.7714285714286
"4119","COVID-19",2020-07-31,"Victoria",9727,147.5,1520.42857142857,23.0571428571429
"4120","Chlamydial infection",2020-07-31,"Victoria",246,3.7,1527,23.1571428571429
"4121","Gonococcal infection",2020-07-31,"Victoria",436,6.6,1527,23.1571428571429
"4122","Syphilis < 2 years",2020-07-31,"Victoria",107,1.6,1529.57142857143,23.1857142857143
"4123","Syphilis > 2 years or unspecified duration",2020-07-31,"Victoria",66,1,142.571428571429,2.15714285714286
"4124","Influenza (laboratory confirmed)",2020-07-31,"Victoria",63,1,113,1.71428571428571
"4125","Pertussis",2020-07-31,"Victoria",62,0.9,74.4285714285714,1.12857142857143
"4126","Pneumococcal disease (invasive)",2020-07-31,"Victoria",18,0.3,148.142857142857,2.24285714285714
"4127","Varicella zoster (chickenpox)",2020-07-31,"Victoria",39,0.6,149.857142857143,2.27142857142857
"4128","Varicella zoster (shingles)",2020-07-31,"Victoria",166,2.5,157.428571428571,2.38571428571429
"4129","Varicella zoster (unspecified)",2020-07-31,"Victoria",623,9.4,216.285714285714,3.28571428571429
"4130","Hepatitis B (unspecified)",2020-07-31,"Western Australia",62,2.4,102.714285714286,3.91428571428571
"4131","Hepatitis C (newly acquired)",2020-07-31,"Western Australia",6,0.2,73.2857142857143,2.8
"4132","Hepatitis C (unspecified)",2020-07-31,"Western Australia",73,2.8,53.4285714285714,2.04285714285714
"4133","Campylobacteriosis",2020-07-31,"Western Australia",207,7.9,68.5714285714286,2.62857142857142
"4134","Cryptosporidiosis",2020-07-31,"Western Australia",4,0.2,61.5714285714286,2.35714285714285
"4135","STEC",2020-07-31,"Western Australia",6,0.2,61.2857142857143,2.35714285714285
"4136","Salmonellosis",2020-07-31,"Western Australia",122,4.7,52.4285714285714,2.01428571428571
"4137","Shigellosis",2020-07-31,"Western Australia",13,0.5,28.8571428571429,1.11428571428571
"4138","Legionellosis",2020-07-31,"Western Australia",4,0.2,160.428571428571,6.12857142857142
"4139","Tuberculosis",2020-07-31,"Western Australia",11,0.4,199.714285714286,7.62857142857142
"4140","COVID-19",2020-07-31,"Western Australia",42,1.6,191.142857142857,7.3
"4141","Chlamydial infection",2020-07-31,"Western Australia",925,35.3,191.142857142857,7.3
"4142","Gonococcal infection",2020-07-31,"Western Australia",281,10.7,191.857142857143,7.31428571428571
"4143","Syphilis < 2 years",2020-07-31,"Western Australia",62,2.4,191.428571428571,7.3
"4144","Syphilis > 2 years or unspecified duration",2020-07-31,"Western Australia",13,0.5,188.714285714286,7.19999999999999
"4145","Influenza (laboratory confirmed)",2020-07-31,"Western Australia",9,0.3,59.8571428571429,2.28571428571428
"4146","Pertussis",2020-07-31,"Western Australia",8,0.3,26.1428571428571,0.999999999999995
"4147","Pneumococcal disease (invasive)",2020-07-31,"Western Australia",23,0.9,47.5714285714286,1.81428571428571
"4148","Rotavirus",2020-07-31,"Western Australia",23,0.9,69.8571428571429,2.65714285714285
"4149","Varicella zoster (chickenpox)",2020-07-31,"Western Australia",45,1.7,69.5714285714286,2.65714285714285
"4150","Varicella zoster (shingles)",2020-07-31,"Western Australia",212,8.1,74.7142857142857,2.85714285714285
"4151","Varicella zoster (unspecified)",2020-07-31,"Western Australia",169,6.4,73.4285714285714,2.79999999999999
"4152","Ross River virus infection",2020-07-31,"Western Australia",7,0.3,80.8571428571429,3.08571428571428
"4153","Hepatitis B (unspecified)",2020-07-31,"Australia",473,1.9,726.571428571429,3.45714285714286
"4154","Hepatitis C (newly acquired)",2020-07-31,"Australia",46,0.2,597.285714285714,2.95714285714286
"4155","Hepatitis C (unspecified)",2020-07-31,"Australia",654,2.6,659.714285714286,3.2
"4156","Campylobacteriosis",2020-07-31,"Australia",2251,13,585.285714285714,2.9
"4157","Cryptosporidiosis",2020-07-31,"Australia",70,0.3,537.142857142857,2.7
"4158","Salmonellosis",2020-07-31,"Australia",519,2,1987,8.41428571428571
"4159","Shigellosis",2020-07-31,"Australia",84,0.3,2789.71428571429,11.5714285714286
"4160","Tuberculosis",2020-07-31,"Australia",136,0.5,2804.14285714286,11.0428571428571
"4161","COVID-19",2020-07-31,"Australia",10195,40.2,2850.57142857143,11.2285714285714
"4162","Chlamydial infection",2020-07-31,"Australia",6273,24.7,2800.28571428571,11.0428571428571
"4163","Gonococcal infection",2020-07-31,"Australia",2352,9.3,2815.42857142857,11.1
"4164","Syphilis < 2 years",2020-07-31,"Australia",395,1.6,2814,11.1
"4165","Syphilis > 2 years or unspecified duration",2020-07-31,"Australia",167,0.7,1376.28571428571,5.42857142857143
"4166","Influenza (laboratory confirmed)",2020-07-31,"Australia",190,0.7,495,1.95714285714285
"4167","Pertussis",2020-07-31,"Australia",126,0.5,187,0.74285714285714
"4168","Pneumococcal disease (invasive)",2020-07-31,"Australia",131,0.5,330.571428571429,1.3
"4169","Rotavirus",2020-07-31,"Australia",104,0.4,461.857142857143,1.81428571428571
"4170","Varicella zoster (chickenpox)",2020-07-31,"Australia",196,0.8,444.571428571429,1.75714285714285
"4171","Varicella zoster (shingles)",2020-07-31,"Australia",1400,5.5,456.142857142857,1.8
"4172","Varicella zoster (unspecified)",2020-07-31,"Australia",1086,4.3,443.142857142857,1.75714285714285
"4173","Barmah Forest virus infection",2020-07-31,"Australia",69,0.3,489.571428571429,1.94285714285714
"4174","Ross River virus infection",2020-07-31,"Australia",207,0.8,469.428571428571,1.85714285714285
"4175","Q fever",2020-07-31,"Australia",40,0.2,352,1.4
"4176","Hepatitis B (unspecified)",2020-08-31,"Australian Capital Territory",7,1.6,15.2857142857143,3.58571428571429
"4177","Hepatitis C (newly acquired)",2020-08-31,"Australian Capital Territory",1,0.2,12.1428571428571,2.84285714285715
"4178","Hepatitis C (unspecified)",2020-08-31,"Australian Capital Territory",5,1.2,11.1428571428571,2.6
"4179","Campylobacteriosis",2020-08-31,"Australian Capital Territory",54,12.7,11.1428571428571,2.6
"4180","Salmonellosis",2020-08-31,"Australian Capital Territory",9,2.1,27.8571428571429,6.52857142857143
"4181","Shigellosis",2020-08-31,"Australian Capital Territory",1,0.2,30.5714285714286,7.17142857142857
"4182","Tuberculosis",2020-08-31,"Australian Capital Territory",1,0.2,30.2857142857143,7.1
"4183","Chlamydial infection",2020-08-31,"Australian Capital Territory",124,29.1,23,5.38571428571429
"4184","Gonococcal infection",2020-08-31,"Australian Capital Territory",20,4.7,22.2857142857143,5.21428571428572
"4185","Syphilis < 2 years",2020-08-31,"Australian Capital Territory",3,0.7,22.2857142857143,5.21428571428572
"4186","Influenza (laboratory confirmed)",2020-08-31,"Australian Capital Territory",3,0.7,23.4285714285714,5.48571428571429
"4187","Pertussis",2020-08-31,"Australian Capital Territory",4,0.9,10.5714285714286,2.47142857142857
"4188","Pneumococcal disease (invasive)",2020-08-31,"Australian Capital Territory",1,0.2,8.28571428571429,1.92857142857143
"4189","Varicella zoster (chickenpox)",2020-08-31,"Australian Capital Territory",9,2.1,8.85714285714286,2.05714285714286
"4190","Varicella zoster (shingles)",2020-08-31,"Australian Capital Territory",34,8,9.14285714285714,2.12857142857143
"4191","Varicella zoster (unspecified)",2020-08-31,"Australian Capital Territory",4,0.9,10.1428571428571,2.37142857142857
"4192","Hepatitis B (unspecified)",2020-08-31,"New South Wales",192,2.4,173.428571428571,2.14285714285715
"4193","Hepatitis C (unspecified)",2020-08-31,"New South Wales",213,2.6,181.857142857143,2.25714285714286
"4194","Campylobacteriosis",2020-08-31,"New South Wales",669,8.3,174.714285714286,2.17142857142858
"4195","Cryptosporidiosis",2020-08-31,"New South Wales",16,0.2,179.714285714286,2.24285714285715
"4196","Salmonellosis",2020-08-31,"New South Wales",93,1.2,192,2.38571428571429
"4197","Shigellosis",2020-08-31,"New South Wales",22,0.3,458,5.68571428571429
"4198","Tuberculosis",2020-08-31,"New South Wales",53,0.7,471.857142857143,5.85714285714286
"4199","COVID-19",2020-08-31,"New South Wales",278,3.4,484.571428571429,6.01428571428572
"4200","Chlamydial infection",2020-08-31,"New South Wales",2075,25.7,475.714285714286,5.9
"4201","Gonococcal infection",2020-08-31,"New South Wales",766,9.5,476,5.9
"4202","Syphilis < 2 years",2020-08-31,"New South Wales",105,1.3,474,5.87142857142858
"4203","Syphilis > 2 years or unspecified duration",2020-08-31,"New South Wales",31,0.4,436.428571428571,5.41428571428572
"4204","Influenza (laboratory confirmed)",2020-08-31,"New South Wales",24,0.3,142.285714285714,1.77142857142858
"4205","Pneumococcal disease (invasive)",2020-08-31,"New South Wales",39,0.5,37.8571428571429,0.471428571428576
"4206","Rotavirus",2020-08-31,"New South Wales",15,0.2,24.7142857142857,0.314285714285719
"4207","Barmah Forest virus infection",2020-08-31,"New South Wales",16,0.2,41.7142857142857,0.528571428571434
"4208","Ross River virus infection",2020-08-31,"New South Wales",35,0.4,72.2857142857143,0.900000000000005
"4209","Q fever",2020-08-31,"New South Wales",13,0.2,162.857142857143,2.01428571428572
"4210","Hepatitis B (unspecified)",2020-08-31,"Northern Territory",6,2.4,11.1428571428571,4.51428571428572
"4211","Hepatitis C (unspecified)",2020-08-31,"Northern Territory",8,3.3,8.57142857142857,3.47142857142857
"4212","Campylobacteriosis",2020-08-31,"Northern Territory",17,6.9,9.14285714285714,3.71428571428572
"4213","Cryptosporidiosis",2020-08-31,"Northern Territory",1,0.4,9,3.65714285714286
"4214","Salmonellosis",2020-08-31,"Northern Territory",19,7.7,34.8571428571429,14.1714285714286
"4215","Shigellosis",2020-08-31,"Northern Territory",10,4.1,52.2857142857143,21.2428571428571
"4216","Tuberculosis",2020-08-31,"Northern Territory",2,0.8,53,21.5285714285714
"4217","Chlamydial infection",2020-08-31,"Northern Territory",187,76,53.8571428571429,21.8714285714286
"4218","Gonococcal infection",2020-08-31,"Northern Territory",130,52.8,51.2857142857143,20.8285714285714
"4219","Syphilis < 2 years",2020-08-31,"Northern Territory",22,8.9,50,20.3
"4220","Syphilis > 2 years or unspecified duration",2020-08-31,"Northern Territory",7,2.8,50.4285714285714,20.4714285714286
"4221","Syphilis congenital",2020-08-31,"Northern Territory",1,0.4,24.7142857142857,10.0142857142857
"4222","Influenza (laboratory confirmed)",2020-08-31,"Northern Territory",1,0.4,10.1428571428571,4.1
"4223","Pneumococcal disease (invasive)",2020-08-31,"Northern Territory",5,2,7.85714285714286,3.17142857142857
"4224","Varicella zoster (chickenpox)",2020-08-31,"Northern Territory",7,2.8,7.14285714285714,2.88571428571429
"4225","Varicella zoster (shingles)",2020-08-31,"Northern Territory",28,11.4,7.71428571428571,3.11428571428572
"4226","Varicella zoster (unspecified)",2020-08-31,"Northern Territory",6,2.4,7.71428571428571,3.11428571428572
"4227","Barmah Forest virus infection",2020-08-31,"Northern Territory",2,0.8,7.57142857142857,3.05714285714286
"4228","Ross River virus infection",2020-08-31,"Northern Territory",5,2,7.42857142857143,3
"4229","Leptospirosis",2020-08-31,"Northern Territory",1,0.4,7.57142857142857,3.05714285714286
"4230","Hepatitis B (unspecified)",2020-08-31,"Queensland",73,1.4,138.285714285714,2.71428571428571
"4231","Hepatitis C (newly acquired)",2020-08-31,"Queensland",36,0.7,123.285714285714,2.42857142857143
"4232","Hepatitis C (unspecified)",2020-08-31,"Queensland",127,2.5,140.428571428571,2.75714285714286
"4233","Campylobacteriosis",2020-08-31,"Queensland",585,11.5,139,2.72857142857143
"4234","Cryptosporidiosis",2020-08-31,"Queensland",13,0.3,130.571428571429,2.57142857142857
"4235","Salmonellosis",2020-08-31,"Queensland",128,2.5,131.285714285714,2.58571428571429
"4236","Shigellosis",2020-08-31,"Queensland",11,0.2,369.285714285714,7.25714285714286
"4237","Tuberculosis",2020-08-31,"Queensland",14,0.3,351,6.9
"4238","COVID-19",2020-08-31,"Queensland",41,0.8,360.857142857143,7.08571428571429
"4239","Chlamydial infection",2020-08-31,"Queensland",1793,35.2,345.428571428571,6.78571428571429
"4240","Gonococcal infection",2020-08-31,"Queensland",457,9,351.142857142857,6.9
"4241","Syphilis < 2 years",2020-08-31,"Queensland",82,1.6,350.428571428571,6.88571428571429
"4242","Syphilis > 2 years or unspecified duration",2020-08-31,"Queensland",20,0.4,348.285714285714,6.84285714285714
"4243","Influenza (laboratory confirmed)",2020-08-31,"Queensland",51,1,94.8571428571429,1.87142857142857
"4244","Pertussis",2020-08-31,"Queensland",9,0.2,39.7142857142857,0.785714285714285
"4245","Pneumococcal disease (invasive)",2020-08-31,"Queensland",26,0.5,104.857142857143,2.07142857142857
